"ID";"Salt Stripped Molecule";"Salt Stripped Molecule (InChI Code)";"Salt Stripped Molecule (InChI Key)";"Class";"duplicate-type-classifier"
"1140";"NCCOc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C15H15N3O5/c16-5-6-23-8-1-2-9-10(7-8)15(22)18(14(9)21)11-3-4-12(19)17-13(11)20/h1-2,7,11H,3-6,16H2,(H,17,19,20)";"JVFDSNVQXFBSJM-UHFFFAOYSA-N";"E3Binder";"unique"
"1141";"O=C(O)CSc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C15H14N2O5S/c18-12-5-4-10(14(21)16-12)17-6-9-8(15(17)22)2-1-3-11(9)23-7-13(19)20/h1-3,10H,4-7H2,(H,19,20)(H,16,18,21)";"OHEHEAQOWHHLLZ-UHFFFAOYSA-N";"E3Binder";"unique"
"1142";"O=C1CCC(N2Cc3cc(F)ncc3C2=O)C(=O)N1";"InChI=1S/C12H10FN3O3/c13-9-3-6-5-16(12(19)7(6)4-14-9)8-1-2-10(17)15-11(8)18/h3-4,8H,1-2,5H2,(H,15,17,18)";"MKVPHSQEVRSBIP-UHFFFAOYSA-N";"E3Binder";"unique"
"1143";"Nc1ccc(C(=O)N[C@@H]2CCC(=O)NC2=O)c(F)c1";"InChI=1S/C12H12FN3O3/c13-8-5-6(14)1-2-7(8)11(18)15-9-3-4-10(17)16-12(9)19/h1-2,5,9H,3-4,14H2,(H,15,18)(H,16,17,19)/t9-/m1/s1";"PDXLABFIWQGDLW-SECBINFHSA-N";"E3Binder";"unique"
"1144";"Cc1cc(C=O)ccc1S(=O)(=O)Nc1ccc(C)c2c(C#N)c[nH]c12";"InChI=1S/C18H15N3O3S/c1-11-3-5-15(18-17(11)14(8-19)9-20-18)21-25(23,24)16-6-4-13(10-22)7-12(16)2/h3-7,9-10,20-21H,1-2H3";"DSPXQKSOYGYSSP-UHFFFAOYSA-N";"E3Binder";"unique"
"1145";"Cc1ccc(S(=O)(=O)OCCCCS(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)cc1";"InChI=1S/C24H26N2O7S2/c1-16-7-9-17(10-8-16)35(31,32)33-13-2-3-14-34(30)21-6-4-5-18-19(21)15-26(24(18)29)20-11-12-22(27)25-23(20)28/h4-10,20H,2-3,11-15H2,1H3,(H,25,27,28)";"DDWUNIDQGTYLAC-UHFFFAOYSA-N";"E3Binder";"unique"
"1146";"O=C1CCC(n2cc3cc(F)ccc3n2)C(=O)N1";"InChI=1S/C12H10FN3O2/c13-8-1-2-9-7(5-8)6-16(15-9)10-3-4-11(17)14-12(10)18/h1-2,5-6,10H,3-4H2,(H,14,17,18)";"RALNPNRTADGMFB-UHFFFAOYSA-N";"E3Binder";"unique"
"1147";"CCC[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1";"InChI=1S/C21H28N4O3S/c1-3-4-17(22)21(28)25-11-16(26)9-18(25)20(27)23-10-14-5-7-15(8-6-14)19-13(2)24-12-29-19/h5-8,12,16-18,26H,3-4,9-11,22H2,1-2H3,(H,23,27)/t16-,17+,18+/m1/s1";"WJESQIYXPPZZGS-SQNIBIBYSA-N";"E3Binder";"unique"
"1148";"CN(c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C1CN(C(=O)OC(C)(C)C)C1";"InChI=1S/C22H26N4O6/c1-22(2,3)32-21(31)25-10-12(11-25)24(4)14-7-5-6-13-17(14)20(30)26(19(13)29)15-8-9-16(27)23-18(15)28/h5-7,12,15H,8-11H2,1-4H3,(H,23,27,28)";"VQRZCFPCVWQDGZ-UHFFFAOYSA-N";"E3Binder";"unique"
"1149";"O=C1CC[C@@H](c2ccc(Br)cc2)C(=O)N1";"InChI=1S/C11H10BrNO2/c12-8-3-1-7(2-4-8)9-5-6-10(14)13-11(9)15/h1-4,9H,5-6H2,(H,13,14,15)/t9-/m0/s1";"YPICLEOQEVPRGE-VIFPVBQESA-N";"E3Binder";"unique"
"1150";"NCCOCCSc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C17H21N3O4S/c18-6-7-24-8-9-25-14-3-1-2-11-12(14)10-20(17(11)23)13-4-5-15(21)19-16(13)22/h1-3,13H,4-10,18H2,(H,19,21,22)";"FIZZXVPQDVSATN-UHFFFAOYSA-N";"E3Binder";"unique"
"1151";"O=C(O)COCCOCCOCCS(=O)(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C21H26N2O10S/c24-18-5-4-16(20(27)22-18)23-12-15-14(21(23)28)2-1-3-17(15)34(29,30)11-10-32-7-6-31-8-9-33-13-19(25)26/h1-3,16H,4-13H2,(H,25,26)(H,22,24,27)";"JWCHFDVCFUXYBE-UHFFFAOYSA-N";"E3Binder";"unique"
"1152";"CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)(C)C";"InChI=1S/C24H32N4O5S/c1-13-20(34-12-26-13)15-6-7-16(19(31)8-15)10-25-22(32)18-9-17(30)11-28(18)23(33)21(24(3,4)5)27-14(2)29/h6-8,12,17-18,21,30-31H,9-11H2,1-5H3,(H,25,32)(H,27,29)/t17-,18+,21-/m1/s1";"CUHVZPHLQIBKHX-LVCYWYKZSA-N";"E3Binder";"unique"
"1153";"Cc1ccc(S(=O)(=O)OCCOCCOCCOCCS(=O)c2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1";"InChI=1S/C28H32N2O11S2/c1-19-5-7-20(8-6-19)43(36,37)41-16-15-39-12-11-38-13-14-40-17-18-42(35)23-4-2-3-21-25(23)28(34)30(27(21)33)22-9-10-24(31)29-26(22)32/h2-8,22H,9-18H2,1H3,(H,29,31,32)";"QILILKHXAHBOBB-UHFFFAOYSA-N";"E3Binder";"unique"
"1154";"O=C1CC[C@H](N2C(=O)c3ccc(O)cc3C2=O)C(=O)N1";"InChI=1S/C13H10N2O5/c16-6-1-2-7-8(5-6)13(20)15(12(7)19)9-3-4-10(17)14-11(9)18/h1-2,5,9,16H,3-4H2,(H,14,17,18)/t9-/m0/s1";"LJBQRRQTZUJWRC-VIFPVBQESA-N";"E3Binder";"unique"
"1155";"CC(C)C(N)C(=O)NC(C(=O)NCCNC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O)C(C)C";"InChI=1S/C27H35FN6O8/c1-13(2)20(29)22(36)32-21(14(3)4)23(37)30-9-10-31-27(41)42-12-33-19(35)8-7-18(26(33)40)34-24(38)16-6-5-15(28)11-17(16)25(34)39/h5-6,11,13-14,18,20-21H,7-10,12,29H2,1-4H3,(H,30,37)(H,31,41)(H,32,36)";"VWOMEKNEECVVRD-UHFFFAOYSA-N";"E3Binder";"unique"
"1156";"Cc1ccc2c(c1Br)n(C)c(=O)n2C1CCC(=O)NC1=O";"InChI=1S/C14H14BrN3O3/c1-7-3-4-8-12(11(7)15)17(2)14(21)18(8)9-5-6-10(19)16-13(9)20/h3-4,9H,5-6H2,1-2H3,(H,16,19,20)";"FYWZWNMFMNLJJN-UHFFFAOYSA-N";"E3Binder";"unique"
"1157";"NCCOCCSc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C17H19N3O5S/c18-6-7-25-8-9-26-12-3-1-2-10-14(12)17(24)20(16(10)23)11-4-5-13(21)19-15(11)22/h1-3,11H,4-9,18H2,(H,19,21,22)";"WHOAKRINJGVUFL-UHFFFAOYSA-N";"E3Binder";"unique"
"1158";"O=C(O)CCCCCCCCCCCCCS(=O)(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C27H38N2O7S/c30-24-17-16-22(26(33)28-24)29-19-21-20(27(29)34)13-12-14-23(21)37(35,36)18-11-9-7-5-3-1-2-4-6-8-10-15-25(31)32/h12-14,22H,1-11,15-19H2,(H,31,32)(H,28,30,33)";"PEWQKPLNFZHFLE-UHFFFAOYSA-N";"E3Binder";"unique"
"1159";"Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3c(Cl)cccc3C2=O)cc1";"InChI=1S/C29H31ClN4O4S/c1-16(2)25(34-14-22-21(28(34)37)5-4-6-23(22)30)29(38)33-13-20(35)11-24(33)27(36)31-12-18-7-9-19(10-8-18)26-17(3)32-15-39-26/h4-10,15-16,20,24-25,35H,11-14H2,1-3H3,(H,31,36)/t20-,24+,25+/m1/s1";"ILKLJSWMSIMESB-YNJKOYDBSA-N";"E3Binder";"unique"
"1160";"O=C1CCC(N2C(=O)c3cccc(S(=O)CCBr)c3C2=O)C(=O)N1";"InChI=1S/C15H13BrN2O5S/c16-6-7-24(23)10-3-1-2-8-12(10)15(22)18(14(8)21)9-4-5-11(19)17-13(9)20/h1-3,9H,4-7H2,(H,17,19,20)";"QSSMERZJAHOYOL-UHFFFAOYSA-N";"E3Binder";"unique"
"1161";"CN(C1CCC(=O)NC1=O)S(=O)(=O)c1cccc(F)c1";"InChI=1S/C12H13FN2O4S/c1-15(10-5-6-11(16)14-12(10)17)20(18,19)9-4-2-3-8(13)7-9/h2-4,7,10H,5-6H2,1H3,(H,14,16,17)";"MPRRVBVYKWFZBG-UHFFFAOYSA-N";"E3Binder";"unique"
"1162";"O=C(O)COCCOCCS(=O)c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C19H20N2O9S/c22-14-5-4-12(17(25)20-14)21-18(26)11-2-1-3-13(16(11)19(21)27)31(28)9-8-29-6-7-30-10-15(23)24/h1-3,12H,4-10H2,(H,23,24)(H,20,22,25)";"UASVFKUQUIKFBC-UHFFFAOYSA-N";"E3Binder";"unique"
"1163";"Cc1ccc(S(=O)(=O)OCCCS(=O)(=O)c2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1";"InChI=1S/C23H22N2O9S2/c1-14-6-8-15(9-7-14)36(32,33)34-12-3-13-35(30,31)18-5-2-4-16-20(18)23(29)25(22(16)28)17-10-11-19(26)24-21(17)27/h2,4-9,17H,3,10-13H2,1H3,(H,24,26,27)";"MALYQSANZDJGEL-UHFFFAOYSA-N";"E3Binder";"unique"
"1164";"COc1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1";"InChI=1S/C19H29N3O4/c1-19(2,3)16(20)18(25)22-11-13(23)9-15(22)17(24)21-10-12-5-7-14(26-4)8-6-12/h5-8,13,15-16,23H,9-11,20H2,1-4H3,(H,21,24)/t13-,15+,16-/m1/s1";"AUZPBFRTAFYCQX-VNQPRFMTSA-N";"E3Binder";"unique"
"1165";"CC(C)COc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C17H17FN2O5/c1-8(2)7-25-12-6-9(18)5-10-14(12)17(24)20(16(10)23)11-3-4-13(21)19-15(11)22/h5-6,8,11H,3-4,7H2,1-2H3,(H,19,21,22)";"KUORUJBHSSPLGQ-UHFFFAOYSA-N";"E3Binder";"unique"
"1166";"Cc1nc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)cs1";"InChI=1S/C25H30N4O3S2/c1-14(2)22(20-12-33-16(4)28-20)25(32)29-11-19(30)9-21(29)24(31)26-10-17-5-7-18(8-6-17)23-15(3)27-13-34-23/h5-8,12-14,19,21-22,30H,9-11H2,1-4H3,(H,26,31)/t19-,21+,22-/m1/s1";"MDKAHANIVZXXPE-BAGYTPMASA-N";"E3Binder";"unique"
"1167";"Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cc(O)cn2)nc1";"InChI=1S/C23H28N6O4S/c1-13(2)20(29-11-18(31)9-27-29)23(33)28-10-17(30)6-19(28)22(32)25-8-16-5-4-15(7-24-16)21-14(3)26-12-34-21/h4-5,7,9,11-13,17,19-20,30-31H,6,8,10H2,1-3H3,(H,25,32)/t17-,19+,20-/m1/s1";"UTNMMAXDIDJUHO-YZGWKJHDSA-N";"E3Binder";"unique"
"1168";"O=C1CCN(c2cccc(C(=O)N3CCNCC3)c2)C(=O)N1";"InChI=1S/C15H18N4O3/c20-13-4-7-19(15(22)17-13)12-3-1-2-11(10-12)14(21)18-8-5-16-6-9-18/h1-3,10,16H,4-9H2,(H,17,20,22)";"RHVZPCQYQMVMGB-UHFFFAOYSA-N";"E3Binder";"unique"
"1169";"Cc1cc(Br)ccc1N1CCC(=O)NC1=O";"InChI=1S/C11H11BrN2O2/c1-7-6-8(12)2-3-9(7)14-5-4-10(15)13-11(14)16/h2-3,6H,4-5H2,1H3,(H,13,15,16)";"AAWCGVPQZMWNOQ-UHFFFAOYSA-N";"E3Binder";"unique"
"1170";"Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1";"InChI=1S/C22H30N4O3S/c1-13-18(30-12-25-13)15-7-5-14(6-8-15)10-24-20(28)17-9-16(27)11-26(17)21(29)19(23)22(2,3)4/h5-8,12,16-17,19,27H,9-11,23H2,1-4H3,(H,24,28)/t16-,17-,19+/m0/s1";"ZLOXMSNKPDWMEF-JENIJYKNSA-N";"E3Binder";"unique"
"1171";"CC[C@H](C)[C@H](N)C(=O)O[C@@H]1C[C@@H](C(=O)NCc2ccc(-c3scnc3C)cc2)N(C(=O)[C@@H](N)C(C)(C)C)C1";"InChI=1S/C28H41N5O4S/c1-7-16(2)22(29)27(36)37-20-12-21(33(14-20)26(35)24(30)28(4,5)6)25(34)31-13-18-8-10-19(11-9-18)23-17(3)32-15-38-23/h8-11,15-16,20-22,24H,7,12-14,29-30H2,1-6H3,(H,31,34)/t16-,20+,21-,22-,24+/m0/s1";"QMFGCFKXTHHMDQ-KEGWAMKXSA-N";"E3Binder";"unique"
"1172";"CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)C";"InChI=1S/C23H30N4O5S/c1-12(2)20(26-14(4)28)23(32)27-10-17(29)8-18(27)22(31)24-9-16-6-5-15(7-19(16)30)21-13(3)25-11-33-21/h5-7,11-12,17-18,20,29-30H,8-10H2,1-4H3,(H,24,31)(H,26,28)/t17-,18+,20+/m1/s1";"KEXOKXAXQBXQMY-HBFSDRIKSA-N";"E3Binder";"unique"
"1173";"CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2N)cc1";"InChI=1S/C21H29N5O3S/c1-21(2,3)17(22)20(29)26-10-14(27)8-15(26)19(28)24-9-12-4-6-13(7-5-12)16-18(23)25-11-30-16/h4-7,11,14-15,17,27H,8-10,22-23H2,1-3H3,(H,24,28)/t14-,15+,17-/m1/s1";"QVFYCAUAHGSYHK-HLLBOEOZSA-N";"E3Binder";"unique"
"1174";"Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cn[nH]c2)C(C)C)cc1";"InChI=1S/C24H29N5O3S/c1-14(2)21(18-10-27-28-11-18)24(32)29-12-19(30)8-20(29)23(31)25-9-16-4-6-17(7-5-16)22-15(3)26-13-33-22/h4-7,10-11,13-14,19-21,30H,8-9,12H2,1-3H3,(H,25,31)(H,27,28)/t19-,20+,21-/m1/s1";"RGUCRLRYYFPCGZ-QHAWAJNXSA-N";"E3Binder";"unique"
"1175";"CN(C(=O)c1ccc2cnn(C)c2c1)C1CCC(=O)NC1=O";"InChI=1S/C15H16N4O3/c1-18(11-5-6-13(20)17-14(11)21)15(22)9-3-4-10-8-16-19(2)12(10)7-9/h3-4,7-8,11H,5-6H2,1-2H3,(H,17,20,21)";"JEGNOPUIYZAIGW-UHFFFAOYSA-N";"E3Binder";"unique"
"1176";"O=C1CCC(N2Cc3c(SCCCCCCCCCCCBr)cccc3C2=O)C(=O)N1";"InChI=1S/C24H33BrN2O3S/c25-15-8-6-4-2-1-3-5-7-9-16-31-21-12-10-11-18-19(21)17-27(24(18)30)20-13-14-22(28)26-23(20)29/h10-12,20H,1-9,13-17H2,(H,26,28,29)";"GFSHKDIABQYXNV-UHFFFAOYSA-N";"E3Binder";"unique"
"1177";"O=C1CCC(N2C(=O)C3CCCCC3C2=O)C(=O)N1";"InChI=1S/C13H16N2O4/c16-10-6-5-9(11(17)14-10)15-12(18)7-3-1-2-4-8(7)13(15)19/h7-9H,1-6H2,(H,14,16,17)";"IWKLKPPKVNKYPD-UHFFFAOYSA-N";"E3Binder";"unique"
"1178";"Cc1nnc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)s1";"InChI=1S/C24H29N5O3S2/c1-13(2)20(23-28-27-15(4)34-23)24(32)29-11-18(30)9-19(29)22(31)25-10-16-5-7-17(8-6-16)21-14(3)26-12-33-21/h5-8,12-13,18-20,30H,9-11H2,1-4H3,(H,25,31)/t18-,19+,20-/m1/s1";"UAOHBORKFLZBPO-HSALFYBXSA-N";"E3Binder";"unique"
"1179";"Cn1cc(CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1";"InChI=1S/C17H16N6O4/c1-22-8-9(20-21-22)7-18-11-4-2-3-10-14(11)17(27)23(16(10)26)12-5-6-13(24)19-15(12)25/h2-4,8,12,18H,5-7H2,1H3,(H,19,24,25)";"LQECVCFZFDNEOL-UHFFFAOYSA-N";"E3Binder";"unique"
"1180";"O=C1CCC(n2cnc(-c3ccccc3)c2)C(=O)N1";"InChI=1S/C14H13N3O2/c18-13-7-6-12(14(19)16-13)17-8-11(15-9-17)10-4-2-1-3-5-10/h1-5,8-9,12H,6-7H2,(H,16,18,19)";"DMPUORUDDYKPRY-UHFFFAOYSA-N";"E3Binder";"unique"
"1181";"O=C(O)COCCOCCSc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C19H20N2O8S/c22-14-5-4-12(17(25)20-14)21-18(26)11-2-1-3-13(16(11)19(21)27)30-9-8-28-6-7-29-10-15(23)24/h1-3,12H,4-10H2,(H,23,24)(H,20,22,25)";"TUQMSLRRNVKVDY-UHFFFAOYSA-N";"E3Binder";"unique"
"1182";"Cc1csc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)n1";"InChI=1S/C25H30N4O3S2/c1-14(2)21(24-28-15(3)12-33-24)25(32)29-11-19(30)9-20(29)23(31)26-10-17-5-7-18(8-6-17)22-16(4)27-13-34-22/h5-8,12-14,19-21,30H,9-11H2,1-4H3,(H,26,31)/t19-,20+,21-/m1/s1";"SIQQYBPMMDJBFU-QHAWAJNXSA-N";"E3Binder";"unique"
"1183";"O=C1CC[C@H](N2Cc3cc(F)c(F)cc3C2=O)C(=O)N1";"InChI=1S/C13H10F2N2O3/c14-8-3-6-5-17(13(20)7(6)4-9(8)15)10-1-2-11(18)16-12(10)19/h3-4,10H,1-2,5H2,(H,16,18,19)/t10-/m0/s1";"SEPFMVVSTSDONV-JTQLQIEISA-N";"E3Binder";"unique"
"1184";"C[C@H](NC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2scnc2CO)cc1";"InChI=1S/C23H32N4O4S/c1-13(14-5-7-15(8-6-14)19-17(11-28)25-12-32-19)26-21(30)18-9-16(29)10-27(18)22(31)20(24)23(2,3)4/h5-8,12-13,16,18,20,28-29H,9-11,24H2,1-4H3,(H,26,30)/t13-,16-,18+,20+/m0/s1";"RSAMUTBKAWCFSX-XGJBHWFVSA-N";"E3Binder";"unique"
"1185";"O=C1CCC(Nc2ccc(Br)cc2F)C(=O)N1";"InChI=1S/C11H10BrFN2O2/c12-6-1-2-8(7(13)5-6)14-9-3-4-10(16)15-11(9)17/h1-2,5,9,14H,3-4H2,(H,15,16,17)";"WIIPYXGYUPIOEE-UHFFFAOYSA-N";"E3Binder";"unique"
"1186";"NCCOCCOCCOCCOCCS(=O)(=O)c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C23H31N3O10S/c24-6-7-33-8-9-34-10-11-35-12-13-36-14-15-37(31,32)18-3-1-2-16-20(18)23(30)26(22(16)29)17-4-5-19(27)25-21(17)28/h1-3,17H,4-15,24H2,(H,25,27,28)";"JIHVEEZSAQBGHR-UHFFFAOYSA-N";"E3Binder";"unique"
"1187";"N#Cc1ccc(S(=O)(=O)NC2CCC(=O)NC2=O)cc1";"InChI=1S/C12H11N3O4S/c13-7-8-1-3-9(4-2-8)20(18,19)15-10-5-6-11(16)14-12(10)17/h1-4,10,15H,5-6H2,(H,14,16,17)";"RUENHALRKUTNCO-UHFFFAOYSA-N";"E3Binder";"unique"
"1188";"O=C(O)CCCCCCCCCCCCCS(=O)(=O)c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C27H36N2O8S/c30-22-17-16-20(25(33)28-22)29-26(34)19-13-12-14-21(24(19)27(29)35)38(36,37)18-11-9-7-5-3-1-2-4-6-8-10-15-23(31)32/h12-14,20H,1-11,15-18H2,(H,31,32)(H,28,30,33)";"ZWCGKKJITGJEFN-UHFFFAOYSA-N";"E3Binder";"unique"
"1189";"Cc1ccc(S(=O)(=O)OCCOCc2ccc(COCCSc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)cc1";"InChI=1S/C32H34N2O8S2/c1-22-5-11-25(12-6-22)44(38,39)42-16-15-40-20-23-7-9-24(10-8-23)21-41-17-18-43-29-4-2-3-26-27(29)19-34(32(26)37)28-13-14-30(35)33-31(28)36/h2-12,28H,13-21H2,1H3,(H,33,35,36)";"JEQGFKDSTJTOCQ-UHFFFAOYSA-N";"E3Binder";"unique"
"1190";"Cc1ccc(S(=O)(=O)OCCS(=O)(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)cc1";"InChI=1S/C22H22N2O8S2/c1-14-5-7-15(8-6-14)34(30,31)32-11-12-33(28,29)19-4-2-3-16-17(19)13-24(22(16)27)18-9-10-20(25)23-21(18)26/h2-8,18H,9-13H2,1H3,(H,23,25,26)";"OVFNMNHVOHKRTD-UHFFFAOYSA-N";"E3Binder";"unique"
"1191";"O=C1CCC(N2C(=O)c3cccc(SCCOCCOCCOCCOCCI)c3C2=O)C(=O)N1";"InChI=1S/C23H29IN2O8S/c24-6-7-31-8-9-32-10-11-33-12-13-34-14-15-35-18-3-1-2-16-20(18)23(30)26(22(16)29)17-4-5-19(27)25-21(17)28/h1-3,17H,4-15H2,(H,25,27,28)";"IFWRWTKVNQWTOG-UHFFFAOYSA-N";"E3Binder";"unique"
"1192";"COc1cccc(C(=O)N(C)C2CCC(=O)NC2=O)c1";"InChI=1S/C14H16N2O4/c1-16(11-6-7-12(17)15-13(11)18)14(19)9-4-3-5-10(8-9)20-2/h3-5,8,11H,6-7H2,1-2H3,(H,15,17,18)";"NBKSXGMVAZXACU-UHFFFAOYSA-N";"E3Binder";"unique"
"1193";"Cc1ccc(Br)c2oc(=O)n(C3CCC(=O)NC3=O)c12";"InChI=1S/C13H11BrN2O4/c1-6-2-3-7(14)11-10(6)16(13(19)20-11)8-4-5-9(17)15-12(8)18/h2-3,8H,4-5H2,1H3,(H,15,17,18)";"SQMZNIKPPSZSBZ-UHFFFAOYSA-N";"E3Binder";"unique"
"1194";"O=C1CCC(NC(=O)c2ccccc2Cl)C(=O)N1";"InChI=1S/C12H11ClN2O3/c13-8-4-2-1-3-7(8)11(17)14-9-5-6-10(16)15-12(9)18/h1-4,9H,5-6H2,(H,14,17)(H,15,16,18)";"JOJIRQFUDGAVQR-UHFFFAOYSA-N";"E3Binder";"unique"
"1195";"Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@](O)(CO)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1";"InChI=1S/C30H34N4O5S/c1-18(2)25(33-14-22-6-4-5-7-23(22)28(33)37)29(38)34-15-30(39,16-35)12-24(34)27(36)31-13-20-8-10-21(11-9-20)26-19(3)32-17-40-26/h4-11,17-18,24-25,35,39H,12-16H2,1-3H3,(H,31,36)/t24-,25-,30-/m0/s1";"KECDHILIYVIZHJ-QRQMUESOSA-N";"E3Binder";"unique"
"1196";"Cc1ccc(S(=O)(=O)OCCS(=O)c2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)cc1";"InChI=1S/C22H22N2O7S2/c1-14-5-7-15(8-6-14)33(29,30)31-11-12-32(28)19-4-2-3-16-17(19)13-24(22(16)27)18-9-10-20(25)23-21(18)26/h2-8,18H,9-13H2,1H3,(H,23,25,26)";"HKIQBELXBTVJTR-UHFFFAOYSA-N";"E3Binder";"unique"
"1197";"Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1";"InChI=1S/C22H30N4O3S/c1-13-18(30-12-25-13)15-7-5-14(6-8-15)10-24-20(28)17-9-16(27)11-26(17)21(29)19(23)22(2,3)4/h5-8,12,16-17,19,27H,9-11,23H2,1-4H3,(H,24,28)/t16-,17+,19-/m1/s1";"ZLOXMSNKPDWMEF-ZIFCJYIRSA-N";"E3Binder";"unique"
"1198";"[N-]=[N+]=NCCCCS(=O)(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C17H19N5O5S/c18-21-19-8-1-2-9-28(26,27)14-5-3-4-11-12(14)10-22(17(11)25)13-6-7-15(23)20-16(13)24/h3-5,13H,1-2,6-10H2,(H,20,23,24)";"UHPANESHTIBMPH-UHFFFAOYSA-N";"E3Binder";"unique"
"1199";"Cc1cc(C(=O)NC2CCC(=O)NC2=O)nn1C";"InChI=1S/C11H14N4O3/c1-6-5-8(14-15(6)2)11(18)12-7-3-4-9(16)13-10(7)17/h5,7H,3-4H2,1-2H3,(H,12,18)(H,13,16,17)";"CKHYOQJRUYMJKU-UHFFFAOYSA-N";"E3Binder";"unique"
"1200";"Cc1ccc(S(=O)(=O)OCCOCN2CCN(COCCSc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)CC2)cc1";"InChI=1S/C30H38N4O8S2/c1-22-5-7-23(8-6-22)44(38,39)42-16-15-40-20-32-11-13-33(14-12-32)21-41-17-18-43-27-4-2-3-24-25(27)19-34(30(24)37)26-9-10-28(35)31-29(26)36/h2-8,26H,9-21H2,1H3,(H,31,35,36)";"KZTMWAYMQNTPME-UHFFFAOYSA-N";"E3Binder";"unique"
"1201";"NCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"InChI=1S/C15H15N3O5/c16-6-7-23-10-3-1-2-8-12(10)15(22)18(14(8)21)9-4-5-11(19)17-13(9)20/h1-3,9H,4-7,16H2,(H,17,19,20)";"AXEKUDWMPOBTMQ-UHFFFAOYSA-N";"E3Binder";"unique"
"1202";"O=C1CCC(N2C(=O)c3cccc(SCCCCCBr)c3C2=O)C(=O)N1";"InChI=1S/C18H19BrN2O4S/c19-9-2-1-3-10-26-13-6-4-5-11-15(13)18(25)21(17(11)24)12-7-8-14(22)20-16(12)23/h4-6,12H,1-3,7-10H2,(H,20,22,23)";"BMDAEKKUNUCCJN-UHFFFAOYSA-N";"E3Binder";"unique"
