E3 Ligase,InChI Key,Smiles,source,id
VHL,BBJYPVWFVYKSNF-QYZOEREBSA-N,CC[C@H](NC(C)=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_412
VHL,IIPLOHQVELTIPV-RZUBCFFCSA-N,CC(=O)N(C)[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,Patent,evo_413
VHL,OCFBQOXLIKYFDS-BVAGGSTKSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2c2cccc(Oc3ccccc3)c2)cc1,Patent,evo_414
VHL,GTVIVAIUGKIIDT-NWSQWKLXSA-N,COC1=CC(=O)N([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)C1,Patent,evo_415
VHL,ASIGVMUYFSRLLF-AFESJLNVSA-N,Cc1ncsc1-c1ccc(CN/C(=N/C#N)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_416
VHL,LXFCPUZPELNTFA-VJTSUQJLSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2CC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_417
VHL,XLQZZKABSZPYAJ-AFESJLNVSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2CCC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_418
VHL,QSGNQAQPOMGOHI-STXQHDJLSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2CCCC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_419
VHL,ZTDMSABBFAEYOW-STXQHDJLSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2=CCCC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_420
VHL,RXKTWNNRVGVJPG-PKXQUSJVSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2CCCCC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_421
VHL,MPMNCQPWYGFQAN-STXQHDJLSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2CCOCC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_422
VHL,PTOLTNIVIBFTGK-AFESJLNVSA-N,CO/N=C(/NCc1ccc(-c2scnc2C)cc1)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](C(C)C)N1Cc2ccccc2C1=O,Patent,evo_423
VHL,OHHQWLNQEJPZQB-GSLIJJQTSA-N,Cc1ncsc1-c1ccc(CNC[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_424
VHL,SIYKQIOZRBLSPF-STCFVSJZSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)(C)C)cc1,Patent,evo_425
VHL,YLFNLUHMLHXZSZ-SDWXPCGYSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C)N)C(C)(C)C)cc1,Patent,evo_426
VHL,HODGLAXSCAXJDY-NJYVYQBISA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](CC(=O)CN)C(C)(C)C)cc1,Patent,evo_427
VHL,HBNQYNNIXDSMQE-VJTSUQJLSA-N,Cc1ncsc1-c1ccc(CNC(=N)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_428
VHL,BGZKKLDCVYTKEE-NHTMILBNSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2(O)COC2)cc1)N1Cc2ccccc2C1=O,Patent,evo_429
VHL,CWWBCISTWBLCMI-CGYACHGYSA-N,Cc1ncsc1-c1ccc(CNC(=O)C2(C)C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_430
VHL,VHBITMCQHKMGGJ-AABGKKOBSA-N,CC(=O)N[C@H](C(=S)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)C,Patent,evo_431
VHL,QKBCDUISQZTJFO-VJTSUQJLSA-N,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_432
VHL,BCQQTYRJCKNNEA-HKBOAZHASA-N,CC(=O)N(C)[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)C,Patent,evo_433
VHL,FEFYMYQFVDBQAU-MJGOQNOKSA-N,Cc1cc(CC(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)on1,Patent,evo_434
VHL,BMDMKOJTORHUHU-VTZPFEBOSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccno2)cc1)N1Cc2ccccc2C1=O,Patent,evo_435
VHL,WYVZEJWRHSNNMU-VJTSUQJLSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnoc2)cc1)N1Cc2ccccc2C1=O,Patent,evo_436
VHL,LIUCLKNTUXMZEI-RZUBCFFCSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)on1,Patent,evo_437
VHL,LLBLDVFFCNUTQR-KYNGSXCRSA-N,Cc1cc([C@H](C)C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)on1,Patent,evo_438
VHL,BCVYJRNKQQMGAR-MOPGFXCFSA-N,Cc1cc(C(C)(C)C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)on1,Patent,evo_439
VHL,LIUCLKNTUXMZEI-MFCMXAAESA-N,Cc1cc(C(C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)on1,Patent,evo_440
VHL,HQFKQSUJYIWMNN-SAGWHXFDSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@](C)(O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_441
VHL,ZGOLSNHYXOMXQC-ITIDOPETSA-N,CCC(C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)c1cc(C)no1,Patent,evo_442
VHL,KECDHILIYVIZHJ-QRQMUESOSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@](O)(CO)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_443
VHL,LIUCLKNTUXMZEI-URVUXULASA-N,Cc1cc([C@@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)on1,Patent,evo_444
VHL,GOSCLHOHGYKRKR-QORCZRPOSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2[C@@H](O)[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,Patent,evo_445
VHL,GGSNUKMBKAATAO-AABGKKOBSA-N,CCC[C@H](NC(C)=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,Patent,evo_446
VHL,ZGOLSNHYXOMXQC-AQNXPRMDSA-N,CC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)c1cc(C)no1,Patent,evo_447
VHL,FFMWNJRJTKPTAT-RZUBCFFCSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)on1,Patent,evo_448
VHL,NOXYKKIUVBFWPS-RZUBCFFCSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3ocnc3C)cc2)C(C)(C)C)on1,Patent,evo_449
VHL,IKOFKXKMLILHHR-RZUBCFFCSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3ocnc3C)cc2)C(C)C)on1,Patent,evo_450
VHL,ZNOXNBXFJBFQCA-AQNXPRMDSA-N,CC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ocnc2C)cc1)c1cc(C)no1,Patent,evo_451
VHL,CCSAKNOPFLYEBE-QRVBRYPASA-N,CC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1)c1cc(C)no1,Patent,evo_452
VHL,UWJMYQNLOWTUDS-QRVBRYPASA-N,CC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1)c1cc(C)no1,Patent,evo_453
VHL,GOEDZBAOVFXNGC-XQBPLPMBSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3cncs3)cc2)C(C)(C)C)on1,Patent,evo_454
VHL,MWGSKXSYESEXDT-XQBPLPMBSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3cncs3)cc2)C(C)C)on1,Patent,evo_455
VHL,SYERDXXOTODWDD-YLTWVVNKSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3cncs3)cc2)C(C)C)on1,Patent,evo_456
VHL,PPDWVGIIOADRGH-OBZTUIKSSA-N,CC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2cncs2)cc1)c1cc(C)no1,Patent,evo_457
VHL,UMBWSWLIKCBWJR-YLTWVVNKSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3cncs3)cc2)C(C)(C)C)on1,Patent,evo_458
VHL,PUINRNXZXABLOK-ZERUQHPESA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)C(C)(C)C)on1,Patent,evo_459
VHL,QWBXROAONPTWFI-NOOVBMIQSA-N,CC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)c1cc(C)no1,Patent,evo_460
VHL,VYCNBMDYKYYQOH-ZERUQHPESA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)C(C)C)on1,Patent,evo_461
VHL,GUOXXPRINCMBRG-ZERUQHPESA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3ocnc3C)cc2)C(C)C)on1,Patent,evo_462
VHL,WREQIJGDRSGIFA-ZERUQHPESA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3ocnc3C)cc2)C(C)(C)C)on1,Patent,evo_463
VHL,WYRNKFQAQQFRHF-NOOVBMIQSA-N,CC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2ocnc2C)cc1)c1cc(C)no1,Patent,evo_464
VHL,VAZNGPDXZUTTLF-OBZTUIKSSA-N,CC[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2cnco2)cc1)c1cc(C)no1,Patent,evo_465
VHL,CVYPZUBOGZQPQY-YLTWVVNKSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3cnco3)cc2)C(C)(C)C)on1,Patent,evo_466
VHL,NEJPPXZUWGFBDL-YLTWVVNKSA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3cnco3)cc2)C(C)C)on1,Patent,evo_467
VHL,GFNDAYZWIUQPBG-ZERUQHPESA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)C(C)C)sn1,Patent,evo_468
VHL,GFRBMXSURJKHGR-HSALFYBXSA-N,Cc1nsc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)n1,Patent,evo_469
VHL,IFCXMVGYDMAPFX-HSALFYBXSA-N,Cc1noc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)n1,Patent,evo_470
VHL,FXJZZXRELNPLCL-HSALFYBXSA-N,Cc1nnc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)[nH]1,Patent,evo_471
VHL,NMQOREDOOXJWIK-HSALFYBXSA-N,Cc1nnc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)o1,Patent,evo_472
VHL,UAOHBORKFLZBPO-HSALFYBXSA-N,Cc1nnc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)s1,Patent,evo_473
VHL,UGJWLFLPJJBPEL-BAGYTPMASA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)no1,Patent,evo_474
VHL,UYHFQIMUANYUES-BAGYTPMASA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)ns1,Patent,evo_475
VHL,ARLIQSKNWVHXCW-HSALFYBXSA-N,Cc1nc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)ns1,Patent,evo_476
VHL,HPAGRFVLPHHZTP-HSALFYBXSA-N,Cc1nc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)no1,Patent,evo_477
VHL,YQOGFIVOLUHWKC-BAGYTPMASA-N,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)n[nH]1,Patent,evo_478
VHL,XDIOOQPBVQSDCO-QHAWAJNXSA-N,Cc1cnc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)[nH]1,Patent,evo_479
VHL,ARXZHBSRJNSINI-QHAWAJNXSA-N,Cc1cnc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)o1,Patent,evo_480
VHL,SDSHEELYQSEGKP-QHAWAJNXSA-N,Cc1cnc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)s1,Patent,evo_481
VHL,BFDQXROGFQIDPS-QHAWAJNXSA-N,Cc1coc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)n1,Patent,evo_482
VHL,SIQQYBPMMDJBFU-QHAWAJNXSA-N,Cc1csc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)n1,Patent,evo_483
VHL,CKGWRTYNTZTQIA-BAGYTPMASA-N,Cc1nc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)co1,Patent,evo_484
VHL,MDKAHANIVZXXPE-BAGYTPMASA-N,Cc1nc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)cs1,Patent,evo_485
VHL,JFPAAKSHCOCSGY-BAGYTPMASA-N,Cc1nc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)c[nH]1,Patent,evo_486
VHL,PTFXFVCZWYOWDP-TZRRMPRUSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2ccccc2)C(C)C)cc1,Patent,evo_487
VHL,IQQDPMQAVIKPOU-AKIFATBCSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2ccccn2)C(C)C)cc1,Patent,evo_488
VHL,SQJZHTVQEKFUQU-BAGYTPMASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cccnn2)C(C)C)cc1,Patent,evo_489
VHL,APFLMQKJIHWBJC-XPWALMASSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cccnc2)C(C)C)cc1,Patent,evo_490
VHL,WTAYYZVCAHWXKY-BAGYTPMASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cnccn2)C(C)C)cc1,Patent,evo_491
VHL,UBAWYDICGNSBHQ-HSALFYBXSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2nccnn2)C(C)C)cc1,Patent,evo_492
VHL,QNMARCMXDHSKBR-SLYNCCJLSA-N,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2CO)cc1)C(C)(C)C,Patent,evo_494
VHL,HQCUYJSVDGOABL-DXRQPORESA-N,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2snnc2C)cc1)C(C)(C)C,Patent,evo_495
VHL,MUUJVHMPDLMXEL-NHRGSCSFSA-N,Cc1cn([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3snnc3CO)cc2)C(C)C)cn1,Patent,evo_496
VHL,XVZKJKNAHVGPCS-DWJNZPNVSA-N,Cc1cnn([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)C(C)C)c1,Patent,evo_497
VHL,RSIRDRCEHAYEFO-XERNUKRASA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3ccccc3)cn2)cc1,Patent,evo_498
VHL,CPEQHOXRHWQVON-VIIGGRGYSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3cccnc3)cn2)cc1,Patent,evo_499
VHL,OVFZHINLUTVZOD-VIIGGRGYSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3ccncc3)cn2)cc1,Patent,evo_500
VHL,FRNLZDXKGOFUHQ-MWHIGSEQSA-N,COc1cnn([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)C(C)C)c1,Patent,evo_501
VHL,HKYINTHNGUPAMG-XETKKBBYSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3ccccn3)cn2)cc1,Patent,evo_502
VHL,NXMDUDVBCAGPHP-AJMXSWDOSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(Oc3ccccc3)cn2)cc1,Patent,evo_503
VHL,DMLMBVLXCGBBOO-HOUBMWHVSA-N,CC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](c1cc(C)no1)C(C)C)c1ccc(-c2scnc2C)cc1,Patent,evo_504
VHL,DRLPBXWROOXNQA-XQBPLPMBSA-N,COc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)C)on1,Patent,evo_505
VHL,LGEDWQRDGSDKSM-LGWYJFNUSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(C(C)C)n2cc(O)cn2)cc1,Patent,evo_506
VHL,FXNPVKSAXLYZRN-IATZAKMQSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(C(C)C)n2cc(Br)cn2)cc1,Patent,evo_507
VHL,FXNPVKSAXLYZRN-NZYDNVMFSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(Br)cn2)cc1,Patent,evo_508
VHL,KYTPUELYRRDGLA-HKBOAZHASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(Br)cn2)cc1,Patent,evo_509
VHL,ZLOXMSNKPDWMEF-FQZXCLDYSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(N)C(C)(C)C)cc1,Patent,evo_510
CRBN,AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,Patent,evo_511
CRBN,LYWTUUBOXDYLNV-UHFFFAOYSA-N,O=C1CCC(N2Cc3cccc(Br)c3C2=O)C(=O)N1,Patent,evo_512
VHL,SCZFMUWTABGOGF-UHFFFAOYSA-N,O=C1CCC(N2Cc3c(Br)cccc3C2=O)C(=O)N1,Patent,evo_513
CRBN,QUQKHGXYJOXLHC-QNYAKKFESA-N,CC(C)(C)[C@@H](CS(=O)(=O)N1CCNCC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,Patent,evo_514
VHL,UFPFGVNKHCLJJO-SSKFGXFMSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,Patent,evo_515
CRBN,VCPAMLDNGKICFB-UHFFFAOYSA-N,CCCOc1cc(O)cc(Oc2cc3c(cc2NS(=O)(=O)c2ccc(OC)c(OC)c2)n(C)c(=O)n3C)c1,Patent,evo_516
CRBN,UFPFGVNKHCLJJO-SSKFGXFMSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,Patent,evo_517
CRBN,KRHQQSCWUBNRST-SSKFGXFMSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(O)c2)cs1)C1CCCCC1,Patent,evo_518
CRBN,ZLOXMSNKPDWMEF-ZIFCJYIRSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_519
CRBN,IMZJXVUCAMTDJD-SHQBLQIYSA-N,Cc1ncsc1-c1ccc(CCC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(O)c1,Patent,evo_520
VHL,QHVYNPZSEVONDM-DPRQWMOBSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)C(C)(C)C)cc1,Patent,evo_521
VHL,ZLOXMSNKPDWMEF-UHFFFAOYSA-N,Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(N)C(C)(C)C)cc1,Patent,evo_522
CRBN,BAYMXHFHBGSGCP-AWEZNQCLSA-N,C[C@]1(N2C(=O)c3cccc(O)c3C2=O)CCC(=O)NC1=O,Patent,evo_523
CRBN,BAYMXHFHBGSGCP-CQSZACIVSA-N,C[C@@]1(N2C(=O)c3cccc(O)c3C2=O)CCC(=O)NC1=O,Patent,evo_524
CRBN,UUKZKKOHDFZNEB-UHFFFAOYSA-N,O=C(O)Cc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_525
CRBN,TUMJPYMYNBEMDD-UHFFFAOYSA-N,NCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_526
CRBN,DSZXZSLRVSTDSA-UHFFFAOYSA-N,NC(=O)c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_527
CRBN,JBTLJSGOEHOAGM-UHFFFAOYSA-N,NC(=O)c1ccc(=O)n(C2CCC(=O)NC2=O)c1,Patent,evo_528
CRBN,WGMHCOALNRTCSZ-UHFFFAOYSA-N,Nc1ccc2ncn(C3CCC(=O)NC3=O)c2c1,Patent,evo_529
CRBN,WVEIWRDOTVLUAQ-UHFFFAOYSA-N,O=C1CCC(N2CCNCC2=O)C(=O)N1,Patent,evo_530
CRBN,APURBVBIOACKLC-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cccc(N4CCNCC4)c3C2=O)C(=O)N1,Patent,evo_531
CRBN,RMYTXVCGVFFXSD-UHFFFAOYSA-N,CN1C(=O)CCC(N2C(=O)c3cccc(F)c3C2=O)C1=O,Patent,evo_532
UBR1,ODKSFYDXXFIFQN-UHFFFAOYSA-N,N=C(N)NCCCC(N)C(=O)O,Patent,evo_534
UBR1,HNDVDQJCIGZPNO-UHFFFAOYSA-N,NC(Cc1c[nH]cn1)C(=O)O,Patent,evo_535
CRBN,JYDLVYYUNAKYBH-UHFFFAOYSA-N,CN1C(=O)CCC(N2Cc3c(Br)cccc3C2=O)C1=O,Patent,evo_536
CRBN,DOBZFFWLHXORTB-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCNCC2)n1,Patent,evo_537
CRBN,BDUHCSBCVGXTJM-WUFINQPMSA-N,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,Patent,evo_538
CRBN,GWHXPFBXPSHXGR-UHFFFAOYSA-N,Nc1cccc2c1C(=O)N(C1CCCNC1=O)C2=O,Patent,evo_539
VHL,GGOYPZXHENWDBT-BLAYRMRBSA-N,Cc1ncsc1-c1ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)C)cc1,Patent,evo_540
CULLIN-4A,JOSFQWNOUSNZBP-UUZHKXTQSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_541
VHL,UVSMNLNDYGZFPF-UHFFFAOYSA-N,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_542
